,year,nlp,sentences,ocr,diff_random,diff_majority,bnert-time-st-y,bnert-time-y,bnert-time-y_masked_25,bnert-time-y_masked_75,diff-bnert-time-st-y,diff-bnert-time-y,diff-bnert-time-y_masked_25,diff-bnert-time-y_masked_75
48,1812,2647,".. .ii:-""' ' '•' - re'll;e- 4et keit lewin. price 4s. b 4. ' i movill of complaintsurillte-urejbvs, atrietswes,""&e:i rid having, "" ""l'• • • ; said by''alt . deis • yessallia ' em s= is the united at 'wear 4enovi,ci ph htit gni 0f.;81,r.. : received n radical sw pdflaa /use. request that references •44' i?_.s4fai--atill-frele. kiattillim- or lima eta a. ' '."". • al 4., atecaad7ddleit, oa 'scenes writing-paper, price ' say de rven to thew! iiksolisfaciair efflideores isf the ;leash* _'' pe .°111)740 117 ""mi.! dr c. .4 •. ‘,.;mer.!:-hkaltiic nmi3.,.44. half.lsomml,' : ' • i4u el",0.5685,39,16,[1814],1814,1814,1814,2,2,2,2
49,1851,2088,"sugar, was burnt at sea, offthe island of savo, at the beginning of april. the crewwere saved.the goods-shed at wallingford-road station of thegreat western railway, containing chiefly corn, was de-stroyed with its contents by fire on saturday night, doingdamage to nearly £l,ooo.sir m. r. shaw stewart has presented to the towncouncil of greenock the piece of land called well-park, asa park for the people of the town. he has also offered alarge field in another locality for an experiment.the brougham fishing cases are at an end, the casesbeing allowed to drop without a decision given by themagistrate, as the prosecution",0.8459,27,1,[1853],1846,1864,1863,2,5,13,12
50,1845,2194,"to land there was to be a tax onthe wild man, and there was to be registration of the land oc-cupied by natives, but nothing was said how the registrationwas to be conducted. it was easy enough to conduct a regis-tration in the county of york, but in a place like new zea-land it became a matter of some difficulty to do so,they had done hare what they had done in other places ; theyhad but maintained the right of the crown. but to maintainthe right of the crown was not to wrest from the ignorantnatives their lands by trick",0.9163,3,10,[1846],1846,1846,1853,1,1,1,8
51,1852,2194,"aged 27, and described as a mason, wasbrought before mr. yardley, charged with breaking andentering the pigot arms public-house, in the east india-road, poplar, and also with assaulting and woundingwilliam brooks, a police constable, with intent to mur-der or do him some grievous bodily harm.inspector holmes, of the k division, put in a certifi-cate, stating that brooks was in imminent danger, andunder medical treatment.thomas bowles, 452, a reserve, said—this morn-ing, at half-past two o'clock, i was in the east india-road. i heard a faint cry of "" stop thief,"" andcaught the prisoner running direct from the pigotarms. he was followed",0.9774,10,2,[1862],1862,1862,1862,10,10,10,10
52,1858,2194,"wallsend, &c.minh hall 18 9thorp l9 6hartlepool hetton l9 ttrimdon thoruley l7 0ships at ma,rke.the dover chronicle say{ :—"" by the death of colonelsmart, the deputy warden of the cinque ports, thedover harbour commissioners have been placed inrather a singular difficulty. by virtue of his office thelate colonel wag the representative of the marquis ofdalhousie at the harbour board, arid until anotherdeputy has been appointed by the lord warden, or thelord warden himself makes his appearance, the com-missioners are unable to make a tingle order. the mar-qu,s of dalhousie, who is at malta, has of course beencommunicated with.""[advertisement].—it would be",0.9189,56,42,[1844],1853,1844,1844,14,5,14,14
53,1865,2642,"richardson.mother of our naval heroes—another of thehand of polar discoverers—is gone, the mere newsof whose departure revives in some of their owngeneration the enthusiasm of early days on behalfof the heroism which finds its exercise in enter-gnof peace more arduous than those of war.iders of our time have not all forgotten thefirst occasion on which they heard the name ofjohn richardson ; it was in 1819, when lieutenantperry was already exploring arnoug the ice, andwhen it seemed probable, as the admiralty said,that parry's object el:legit be promoted by the dis-patch of a second ex tion to ascertain where thegoppermine river",0.887,17,9,[1856],1853,1853,1850,9,12,12,15
54,1840,2194,"a littletime will prove it, and you will all rejoice, and be thank-c..lhave you any friends here 9—oh, yes, i have plentyof friends.inspector smith—the defendant's wife is in scotland,having separated from him, since which time he has beet:,in a very bad state, not having been sober for the lastthree months. he has been detained at the stationthat something may be done to prevent his property andbusiness going to destruction.mr. brlow.—his friends had better get some re-spectable person to manage his business.mr. pullin—oh, i have got a respectable woman,and four other servants. you see it cannot be saidwhether i was tipsy",0.9449,9,1,[1844],1844,1844,1844,4,4,4,4
55,1803,2646,"as itgreratand d,ei, fra&rhill ; and all as nth r goat alb ,;.1abet waraltonfi. cionse-nneli. lands. _ea monday 161 1)4.. ardarlday au 74 yi*, 184, ft- m .vlsr # oar le the for env.. ,and in the hf 'may briny salr.vutirr caleiguas seil:brn. b. (i.& l •rbt at lit 4e tattfl la paid frr aw ee btharfigy. tie 3046 of :7•41, irlsuren the :at; t n.-mein i( the .1 pr. aeon, r _''f /•h nt.ar tlerc.tr‘41.1; ; d, and tbt gook rd. mar-r-..fnm /pni3e, 6, te::-•fhe 1; a' rs (1 'i.land, tr., ; • •/niter t, • ; t nr",0.4941,41,9,[1813],1803,1803,1804,10,0,0,1
56,1841,2194,"niger expedition, andothers, enables mr. dent to affirm that he believes he has thisyear supplied their lordships with more chronometers for theuse of the royal navy than have been furnished to them byany other :maker.it affords iirthent additional pleasure to state that it wasto their lordships' high recommendation he owes the honour ofhaving made a gold chronometer, presented to the niger ex-pedition by his royal hi,hoess prine&albert.dent's lectures on chronometers, clocks, and watches, tobe obtained at 82, strand, price one shilling, but presented tocustomers gratuitously.present price of two-day chronometers, 40 guineas.papier mache tea trays, 50s. theset, of full-sized gothic shape.",0.8684,17,8,[1860],1844,1844,1844,19,3,3,3
57,1805,2646,"of oil. mon.day arrived in leith roads, the bilavoicie armed(hip, from tonningen, and on tuefday morning thesally armed (hip, from elfineur, with convoys.the strah and elizabeth, captain ewaluz, ar_rived at hull, from the whale fitheries, fell in, onmonday fe'nnight, off flambro' head, with a (malllugger privateer, fuppofed to carry to or 12 guns,which bore round the sarah and elizabeth, and then' hauled her wind and made towards a brig. captainewll4lll[' confideriag that if he attempted to efcape,or ftiffezed the brig to be captured, the enemy wouldundoubtedly next attack him, bore down between theprivateer and the brig. this manoeuvre, and thewarlike",0.8275,63,3,[1805],1805,1805,1805,0,0,0,0
58,1858,2645,"thegovernment would be insane if it entertained the idea ofgiving unlimited liberty to &country that does dot wish for it.the action of the intellect on life is as old as the world, andit acts without the law of responsibility—the liberty of thepress serves as its organ, and it can only belong to advancedcivilization. it is an error, gentleman, to believe that inengland the liberty of the press is as old as the monarchy.1. here the procureur-imperial endeavoured to justify thisproposition by reading some historical documents, and en-deavoured to prove that the press was never really freeuntil the rights of the",0.9539,14,22,[1848],1848,1830,1830,10,10,28,28
59,1822,2647,"is. il. pound pastes. si.a vsenson's improved clowlesi vosalooldose port wise, shaw ad .fury vorpotablommlmvorsee, nu6lin, &e. sad sakes it, bower.,yslipw, oslira sew, 2v. sad lb._ _ •ate isson% permanest ink for whin es ism wills •vs, gives a eery miffed*, black which inglevee b insidesul is impossible to be irredieated, pries is. id.aintasoles vegetable dye, 'swages grey se red hairthe bead or whiskers to a permanent brows or black,rice se.ate 1.4.0%., cnriing field. or vegetative hair ode is pi,-iliarly adapted for dryssing the hair in the present modef cureag the hair. it stakes it soft tad g;ossy, sod givesle",0.524,19,19,[1857],1860,1857,1865,35,38,35,43
60,1865,2194,"the purposeof having her bottom and valves examined. shehas shipped her revised armament from the ord-nance-wharf as follows—namely, main deck, 148-inch and 12 64-pounders ; upper deck, 8 40- ,pounder armstrongs and one 110-pounder arm-strong ; total, 35 guns. the arethusa is the lastof the 50-gun sailing frigates converted at chathamdockyard to a screw steamer, and since her altera-tions she has not been placed in commission.she will be succeeded in the first division of thesteam reserve by the bristol, 39, - 3,027 tons, 600horse power, which has been for some time under-going the requisite alterations and repairs to adapther for",0.9722,36,13,[1854],1863,1863,1863,11,2,2,2
61,1846,2088,"certificatesto be granted, unless cause_ be shown to the contriiry on theday of meeting.oct. 6, w. ki►bv. liverpool, hotel.keeper—oct. 8, a. hall,manchester, innkeep-r—oct. 7, j. knight, preston. lancashire,mercer—oct. 6, j. scott. sheffield. flour-dealer—oct. 6 w.wood, liverpool, fht lope manufacturer—oct. 6. w. kirk,leeds, stockbroker—oct. ti, j. valle, manchester, silk-printer.from the london gazette of friday.partnerships dissolved.j. robson, r. 1.. white,. and j. strickland, scuth shields,brass founders - t. waterman and j. ellerby, wellington-cham-bers. london-bridge. hop merchant:—a. brodie and f. allen,bow-common, bromley. manufacturing chemists—t. jones andw. jones, bollington, cheshire. millers—j. backhouse and p.m'donald, manchester. fustian manufacturers—w. lupton,sen., w. lupton, jun., and j. adamthwaite.",0.8802,4,13,[1847],1848,1846,1841,1,2,0,5
62,1847,2642,"neees; • ewers ilea is bus ow bleb are el ewes welleece.glretzt dew weals re baize es-obey-two peed beea ilarery, lek bier wet ea para. le the""nib abet grayzrdlearll liskeets pa lb le asweire la brim a panel lesestas uis elbelblawill""""er=byleseb.""-obeinsr.""a able fera. m. & beebe bee es wnw a emu we=ells breed bibleadaeresobt_bs= be reed la thegpersibilia. am jib umrws bade et bastehied b erre stew bleb mega the beery gen abbe yakof cal • rite ai tom pm ms a nor wage si be grlebikai wm b met twerwaisesly ebbed up kg abbey awl reet.we we om le",0.2709,15,14,[1857],1857,1858,1857,10,10,11,10
63,1861,2194,"per cent.imid. con. 6 p c. stocki do.con.bris. & bir. 6 p.cido. 44 p. c pref. stookdo, with option till 1860i do. leic. & hit. pref. st.inortik 5 p. c. ex. st 1846i do. 54 p. c. pref. do. 1847do.sway. val. ex. 5t.1847north british, 5 p. odo. new, gua. 5 p. cdo. bor. lin. g. pi. shedo. do. donth.dev.rail. & dck.co.n-east cons.pret 4 p. c.do. 41 p e. redeemabledo. berwick, 4 p.c. prefdo. do. dodo. leeds, 6 p. e. no. 1do. do. quarters, 1848do. york, •.& s. parch.i north staffordshire.. .rhyraney guaranteed.'scottish central, new pt!scottish north-eastern14 p. c. pref. stookdo.aberdeen,gua.t3p.c.do.",0.7944,15,7,[1860],1860,1859,1859,1,1,2,2
